Fecha,CPI Core,CPI Tradable,CPI Non-Tradable,CPI,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index),Wheat (US$ per ton),Corn  (US$ per ton),Soybean oil (US$ per ton),Crude oil (US$ per barrel)
2007-01-01,0.15154219925972187,0.08804407167288951,0.17566411779782715,0.13937946835867118,0.12350736933440873,0.16658031379450677,0.10680038287654482,0.19006471345025566,0.09447169385812214,0.1384661437858877,0.274193218777508,0.19323764635766666,8.97487700494481,4.5,0.027225953390507263,0.03322720694645431,-9.426981893245756e-05,-0.032619577550210055,0.0382258535161939,-0.012967174075633303,-0.11681839615784073
2007-02-01,0.16506959589762954,0.1196414907716794,0.20966542802907492,0.1723643428653911,0.1830983002705455,0.22722809819749457,0.10567193470818892,0.25083337129184624,0.10225339854931616,0.14001692874471125,0.3645492948135183,0.2338439901439622,8.87765523227276,4.5,0.023111626588539824,0.016079332175471972,-0.00258795809112633,0.01897572652444235,0.06785714285714395,0.016593190886857956,0.08350974222052598
2007-03-01,0.181162538328427,0.16135774441205136,0.2366401796077677,0.20535799889860656,0.23926063539699371,0.28679749360918627,0.10557604221798608,0.3102761748422811,0.1109929465137877,0.14150752359856467,0.46482741064379385,0.2778126676346921,8.78434648551059,4.5,0.01480103749576167,0.016045434494927235,-0.0034762283856915044,-0.0006204516370856838,-0.0322999091970424,0.029747072119027607,0.019530028031478963
2007-04-01,0.198883313544568,0.2083580187757331,0.25624609494732337,0.2361972677899663,0.2881380157921942,0.34112187449463843,0.10691071680024503,0.3633592346538273,0.12119905226173708,0.1429015564108277,0.5664229939890918,0.32484441564349986,8.62396727844235,4.5,0.014528279772454633,0.06930048298692126,-0.0017788978849526682,0.028468366371745102,-0.10928124601046851,0.07440122303380292,0.05871196657226796
2007-05-01,0.2174512051345606,0.25750092367215915,0.27395203400085877,0.2668624934486212,0.3353170321055221,0.3932457293284727,0.11031390287214606,0.4133460672374964,0.13363797858959744,0.1449924863734968,0.662253977288335,0.37670708253918617,9.0497652837141,4.5,0.021268554126570915,0.07952699959399112,-0.0048946409485898235,0.012585887728497447,0.04338478603610585,0.06124763705103997,-0.00760368067194217
2007-06-01,0.23652275091120503,0.3053361278196861,0.29621126625107036,0.299721809800139,0.3868513536297807,0.44740195690736373,0.11601338454249209,0.4654895976288855,0.14818150683016887,0.1480817973854319,0.7476679628218651,0.4330354920512673,8.98373164744265,4.5,0.021972558852890733,0.012082177612712242,-0.004674962694487861,0.11696677245324905,0.04454916294876177,0.01982559688295349,0.06275415772947501
2007-07-01,0.2559747728480077,0.34795633761837014,0.3249525763138921,0.3342330563610851,0.4417697273949509,0.5035179147935026,0.12295898598347837,0.521722381990061,0.16210400396413602,0.1515631035045228,0.8170706375256358,0.4908199416689197,8.94526044698103,4.75,0.011045006395472345,0.08384429580081765,-0.004732945003934397,-0.008853876185162202,-0.17412486251255577,0.037069962768820686,0.09639338626052618
2007-08-01,0.27582762503687447,0.38316697196609795,0.3572436029756443,0.3677530689865829,0.49379536251032563,0.5572696510402644,0.1305652388281931,0.5795871422143756,0.17257954094966627,0.15529510251963904,0.8639884377466319,0.5464610861560981,9.32473349960874,4.75,0.029760495872450887,0.03154330776153946,-0.0013672045729831162,0.09920502979816992,0.00857140968959369,0.0033097217064570472,-0.022142963213826472
2007-09-01,0.2960158520499742,0.410623260290178,0.38983769090705905,0.39823914132078714,0.5381429584746799,0.6047316801432759,0.13895161151386,0.6354162396735387,0.17891866164977588,0.15981857103487365,0.886274603159615,0.5968103421660431,8.39602787699219,5.0,0.01896525205495725,-0.05160164526984923,-0.006087718927392016,0.24125380322481105,0.023511604439961253,0.08523945630081231,0.10036354022076877
2007-10-01,0.31663059147770867,0.43202353175708796,0.41925822697835236,0.424358024033859,0.571515404905445,0.6431693539311711,0.14863770300509532,0.6848990671540902,0.18261522711050387,0.1656865767555473,0.8859230189665352,0.6391906693458338,8.5992650216756,5.0,0.026964504678543832,0.09037543260174363,0.056681863938309984,0.041936748168470483,0.03561921663075229,0.030211266410355986,0.07762937592220243
