Fecha,CPI Core,CPI Tradable,CPI Non-Tradable,CPI,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index)
2010-03-01,0.15609658351732938,0.20574101180659327,0.1331460809228795,0.16089196617784055,0.17695633018951612,0.25318791407639024,0.09566933287167766,0.22932140913380308,0.12549486083948508,0.10944107746637774,0.26986158121382586,0.2692285649616637,7.60548480935954,1.25,0.015108188162465286,0.007397886318194713,-0.002800257520573668
2010-04-01,0.16090993409442944,0.21190149871921574,0.14761322061473267,0.17184161965955103,0.19468280097133647,0.2673439270684241,0.10167087988077207,0.23413794141608466,0.13941818656886618,0.11453768787220486,0.2989121176216962,0.3109827052505637,7.18925913390464,1.25,0.02216682989890084,-0.006237772548130072,-0.0002535100597241824
2010-05-01,0.1666486127747601,0.2191713422238294,0.1575651797814207,0.1805109437116997,0.20600828559188955,0.2758564128056892,0.10908059908265764,0.23456276224783348,0.15274218443112283,0.12103014784438461,0.32434406854297587,0.3490087479058543,7.15722484746346,1.5,0.024658187975470147,-0.012525321692487656,-0.0023729536954999464
2010-06-01,0.1732479257704488,0.2262125610360508,0.16709198078784313,0.1889255426499117,0.21647825640890778,0.2842245154651287,0.1166502889872622,0.23887754431576494,0.16304658933178773,0.12809564287968725,0.34431832861156,0.3824381807569013,7.76593144164593,1.75,0.020276807908435668,0.021121063276509755,-0.0025022105269491
2010-07-01,0.18084386577544168,0.23198070716954886,0.17885698988244358,0.19834644177318897,0.22939500622199663,0.29613387069472946,0.12346084447726903,0.2519096481582272,0.1691238848799741,0.13551153228670096,0.35660416357637353,0.41018354796918205,9.37919749821332,2.0,0.019074015431427505,0.09320619110947614,-0.0036263555603592845
2010-08-01,0.18958124508352386,0.23619487238330808,0.1927975558411002,0.20858939909771726,0.24340786042699825,0.3111586638923223,0.12932142803770405,0.27280714408276324,0.17118206787228246,0.14325686659585504,0.36088937850361535,0.43263244929875466,8.59443971286075,2.5,0.016023984312181883,0.040610845088650205,-0.002677962662458122
2010-09-01,0.1993768926750882,0.2397251378595192,0.20818660336584946,0.21947015258735075,0.2572960068581558,0.3277958970732369,0.13500372373299271,0.29820949485053744,0.17121205641208187,0.1513644231878609,0.3608464431039838,0.4509307563874475,8.83544494677625,3.0,0.01636085946199084,0.05621331210824798,0.00032018366948438626
2010-10-01,0.21030576601069287,0.24462903884355175,0.2242055441295529,0.23126599168679235,0.2714801433460121,0.34611968122347353,0.14110482298716387,0.3251715137431228,0.17217568754446239,0.1599423709626781,0.36295447982309437,0.4667239654151139,11.1239765739606,3.0,0.024290657225523482,0.01158628485305191,0.0014192277097966333
2010-11-01,0.22196022673431987,0.25271571440407725,0.239067779176888,0.2435693695748787,0.2853836120481738,0.3649051917670367,0.14788418452610755,0.3497777353680076,0.17621513358570412,0.16877672612245467,0.37122444455843623,0.4824309133658169,10.6336051012907,3.0,0.0238558346619151,0.026725020951671397,-7.904780909162579e-05
2010-12-01,0.23398138048719144,0.2655862637190574,0.25075730831617826,0.25576894712173154,0.29806589409967477,0.38257432256158475,0.1555048321498311,0.3696460278881972,0.1837492277506851,0.17743475170620715,0.384966333986428,0.49838197167464243,16.4558322981118,3.0,0.015116182239341303,2.2673680391882556e-05,0.052666803319090016
2011-01-01,0.24600363550092447,0.2825542377350267,0.2602826921159818,0.26822888816218154,0.31143677151798155,0.40024508208681103,0.16367610197616947,0.3869652317603236,0.19370829984136229,0.1854185295629457,0.4002243282527247,0.5125978348784089,12.7040646458697,3.25,0.012799492808810653,0.00920530552091603,-0.0038891795274145213
2011-02-01,0.25780693207798727,0.3011333809866544,0.2715527990578997,0.28239776033815056,0.3300442170698435,0.4211781969216441,0.1723048842839966,0.40732937332749286,0.20458729468538833,0.1926118803563836,0.4136440750957806,0.5244510707399487,12.2739932429274,3.5,0.005363737206461439,0.0394733886005707,0.030542773935732015
2011-03-01,0.2688915338587959,0.3176972448771088,0.2879104864484908,0.2989496646179665,0.35663958958822595,0.44739089838260654,0.18094184079017253,0.4348265510348658,0.21473700274622107,0.19874346967760834,0.42232026349813023,0.5319365505982769,11.6531186750104,3.75,0.007948507239175395,-0.0030474626091466783,-0.006975680813195995
