Fecha,CPI,CPI Tradable,CPI Non-Tradable,CPI Core,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index),Wheat (US$ per ton),Corn  (US$ per ton),Soybean oil (US$ per ton),Crude oil (US$ per barrel)
2010-02-01,0.14691518080160643,0.2013501235118833,0.1126114030980558,0.15251902956034613,0.14996109685715983,0.23130431077358138,0.09138463778896866,0.21489359002133637,0.11325110774932498,0.1061840671841834,0.2375933880565959,0.22273620426881585,7.21609029844799,1.25,0.01806332176760206,0.01945140061731987,-0.0032147131687916275,-0.04045351528594676,-0.04677684816897565,-0.0010920045186391114,-0.02661527522880003
2010-03-01,0.16089196617784055,0.20574101180659327,0.1331460809228795,0.15609658351732938,0.17695633018951612,0.25318791407639024,0.09566933287167766,0.22932140913380308,0.12549486083948508,0.10944107746637774,0.26986158121382586,0.2692285649616637,7.60548480935954,1.25,0.015108188162465286,0.007397886318194713,-0.002800257520573668,-0.018340867821635243,0.007639404349800261,0.07441925092515778,0.06463553214248208
2010-04-01,0.17184161965955103,0.21190149871921574,0.14761322061473267,0.16090993409442944,0.19468280097133647,0.2673439270684241,0.10167087988077207,0.23413794141608466,0.13941818656886618,0.11453768787220486,0.2989121176216962,0.3109827052505637,7.18925913390464,1.25,0.02216682989890084,-0.006237772548130072,-0.0002535100597241824,-0.009665823204352497,-0.0038876377859495825,0.012732924614182295,0.03829520143610288
2010-05-01,0.1805109437116997,0.2191713422238294,0.1575651797814207,0.1666486127747601,0.20600828559188955,0.2758564128056892,0.10908059908265764,0.23456276224783348,0.15274218443112283,0.12103014784438461,0.32434406854297587,0.3490087479058543,7.15722484746346,1.5,0.024658187975470147,-0.012525321692487656,-0.0023729536954999464,-0.03335671228498893,0.01522141423619594,-0.0405828647016202,-0.12520598705763264
2010-06-01,0.1889255426499117,0.2262125610360508,0.16709198078784313,0.1732479257704488,0.21647825640890778,0.2842245154651287,0.1166502889872622,0.23887754431576494,0.16304658933178773,0.12809564287968725,0.34431832861156,0.3824381807569013,7.76593144164593,1.75,0.020276807908435668,0.021121063276509755,-0.0025022105269491,-0.05165653864852038,-0.05947215732587441,-0.03083738200493169,0.021411521095165087
2010-07-01,0.19834644177318897,0.23198070716954886,0.17885698988244358,0.18084386577544168,0.22939500622199663,0.29613387069472946,0.12346084447726903,0.2519096481582272,0.1691238848799741,0.13551153228670096,0.35660416357637353,0.41018354796918205,9.37919749821332,2.0,0.019074015431427505,0.09320619110947614,-0.0036263555603592845,0.19425680221761987,0.0735167669819472,0.019508147055337766,0.010486367119386664
2010-08-01,0.20858939909771726,0.23619487238330808,0.1927975558411002,0.18958124508352386,0.24340786042699825,0.3111586638923223,0.12932142803770405,0.27280714408276324,0.17118206787228246,0.14325686659585504,0.36088937850361535,0.43263244929875466,8.59443971286075,2.5,0.016023984312181883,0.040610845088650205,-0.002677962662458122,0.302895774647886,0.08376718729141519,0.06595777668673586,0.006215778883070344
2010-09-01,0.21947015258735075,0.2397251378595192,0.20818660336584946,0.1993768926750882,0.2572960068581558,0.3277958970732369,0.13500372373299271,0.29820949485053744,0.17121205641208187,0.1513644231878609,0.3608464431039838,0.4509307563874475,8.83544494677625,3.0,0.01636085946199084,0.05621331210824798,0.00032018366948438626,0.03312231908122398,0.1975734433700791,0.037113801922353584,-0.018146429461541214
2010-10-01,0.23126599168679235,0.24462903884355175,0.2242055441295529,0.21030576601069287,0.2714801433460121,0.34611968122347353,0.14110482298716387,0.3251715137431228,0.17217568754446239,0.1599423709626781,0.36295447982309437,0.4667239654151139,11.1239765739606,3.0,0.024290657225523482,0.01158628485305191,0.0014192277097966333,0.0029824187966518423,0.1569334753700944,0.12600223166459368,0.08886912676348269
2010-11-01,0.2435693695748787,0.25271571440407725,0.239067779176888,0.22196022673431987,0.2853836120481738,0.3649051917670367,0.14788418452610755,0.3497777353680076,0.17621513358570412,0.16877672612245467,0.37122444455843623,0.4824309133658169,10.6336051012907,3.0,0.0238558346619151,0.026725020951671397,-7.904780909162579e-05,0.020812468404537432,0.027534354441312248,0.08137948691081998,0.02823930539586761
