Fecha,CPI,CPI Tradable,CPI Non-Tradable,CPI Core,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index)
2011-06-01,0.3151113827405518,0.2956627688109414,0.327095564693755,0.2820615297214263,0.3780069264693228,0.4752347052788311,0.1868656965406308,0.4770474955243381,0.2134277902834826,0.2029584936399615,0.3392915625323184,0.4160798769855083,14.6608328035715,4.25,0.0154603220318161,0.0182477811130066,-0.0009904486713805
2011-07-01,0.3187468158722664,0.2928392452422924,0.3345546161594525,0.2868043493611439,0.3795566589130555,0.4795659424527375,0.1897438139604149,0.4840644884762561,0.2148319122415632,0.2054715236191797,0.3225363034346775,0.3886521588426927,13.6836086722409,4.25,0.0098862351713189,0.0110705802511028,-0.0078671406777964
2011-08-01,0.3203891186826126,0.2877108318562968,0.3402092707683135,0.2903426556464532,0.377647724896174,0.4805050205347312,0.1917583213656373,0.4877322681144068,0.2150653624507372,0.2071532551394934,0.3029594987137002,0.3567970469146395,12.4005429467944,4.25,0.0180523906292882,0.0176406426983262,0.0638387895800747
2011-09-01,0.3199592368836859,0.2803025373770633,0.3439196019859005,0.2926818162510476,0.3720570506500109,0.4779142407752654,0.1928764658056319,0.4879394213659723,0.2140586469252899,0.20801927345545,0.2809824329383472,0.3212702875008933,14.3550396061797,4.25,0.0150511177112113,-0.0092136452643512,0.0511746378104771
2011-10-01,0.317424911786452,0.2708233476609238,0.3455083418365991,0.2938827923905635,0.3625859903818378,0.4716527767175723,0.1931573098373631,0.4844670635028712,0.2119031254167517,0.2081395407047474,0.2573225807462725,0.2830197108988235,15.3887161772122,4.25,0.0071763646244322,0.0130648248314886,-0.0031386227855015
2011-11-01,0.3128394628313958,0.259659148960078,0.3448268229184537,0.2940574430022869,0.3491801609844952,0.4616625656527176,0.1927519109589822,0.4771193200548556,0.2088284903024051,0.2076331350258759,0.2329072073866403,0.243147518043489,14.9603911169717,4.25,0.003032135587049,0.0072695909314932,-0.0042956975914788
2011-12-01,0.3063922223945731,0.247326938841809,0.3418638150202916,0.2933611767066911,0.3320882347321142,0.4481120586208594,0.1918761406872732,0.4659375593759371,0.2051427635024334,0.2066532400925074,0.2087406337997827,0.2028724120987599,17.584297120722,4.25,0.0071228424688329,-0.0047706422018348,-0.0027017676135063
2012-01-01,0.2984363581631369,0.2344042474650806,0.336833773019833,0.2919824972563365,0.3119619601617653,0.4315094223847857,0.190766359323346,0.4513691183363112,0.2011634221466183,0.20536800997355,0.185772236854817,0.1634974568935378,15.4787367856762,4.25,0.0186527569840944,0.0412569649295313,0.0010142442296536
2012-02-01,0.2894685344804581,0.2214553557256493,0.3301899341471068,0.2901309545651959,0.2898220688733418,0.4127096804187058,0.1896340150756718,0.4342869142339952,0.1971657360025794,0.2039435980190013,0.1647924531008985,0.1263603571213477,17.4839646264027,4.25,0.0158780446616708,0.0488884517017509,-0.0032385665362005
2012-03-01,0.2800658462367026,0.2089763972804793,0.3225571901039046,0.2880270726722822,0.2668989601689866,0.3928063431744127,0.188637814751579,0.4158494178729341,0.193365274832838,0.2025361314359407,0.1463792993509866,0.0927536909101546,16.9901948035014,4.25,0.0175503063965909,0.0464034511863453,-0.0076019306646263
